ss,task,seed,step,N,over_full,K_ak,over_ak,sigma_t
5636,146065,0,9,50500,-8.326672684688674e-17,1000,-8.326672684688674e-17,8.326672684688674e-17
5636,146065,0,10,50499,-8.326672684688674e-17,1000,-8.326672684688674e-17,8.980440769874026e-17
5636,146065,0,11,50498,-8.326672684688674e-17,1000,-8.326672684688674e-17,9.007208163871445e-17
5636,146065,0,12,50497,-8.326672684688674e-17,1000,-8.326672684688674e-17,8.824952811554228e-17
5636,146065,0,13,50496,-8.326672684688674e-17,1000,-8.326672684688674e-17,8.631883613874853e-17
5636,146065,0,14,50495,-8.326672684688674e-17,1000,-8.326672684688674e-17,9.880312447292747e-17
5636,146065,0,15,50494,-8.326672684688674e-17,1000,-8.326672684688674e-17,9.843695968841318e-17
5636,146065,0,16,50493,-8.326672684688674e-17,1000,-8.326672684688674e-17,9.198942707263384e-17
5636,146065,0,17,50492,-8.326672684688674e-17,1000,-8.326672684688674e-17,8.993834424997152e-17
5636,146065,0,18,50491,-8.326672684688674e-17,1000,-8.326672684688674e-17,8.858986693396703e-17
5636,146065,0,19,50490,-8.326672684688674e-17,1000,-8.326672684688674e-17,1.0603120319208154e-16
5636,146065,0,20,50489,-8.326672684688674e-17,1000,-8.326672684688674e-17,1.087769832999108e-16
5636,146065,0,21,50488,-8.326672684688674e-17,1000,-8.326672684688674e-17,1.0822227808683795e-16
5636,146065,0,22,50487,-8.326672684688674e-17,1000,-8.326672684688674e-17,1.063146338051474e-16
5636,146065,0,23,50486,-8.326672684688674e-17,1000,-8.326672684688674e-17,1.1258341994493904e-16
5636,146065,0,24,50485,-8.326672684688674e-17,1000,-8.326672684688674e-17,1.0760879978249112e-16
5636,146065,1,5,50504,-8.326672684688674e-17,1000,-8.326672684688674e-17,8.326672684688674e-17
5636,146065,1,6,50503,-8.326672684688674e-17,1000,-8.326672684688674e-17,8.326672684688674e-17
5636,146065,1,7,50502,-1.1102230246251565e-16,1000,-1.1102230246251565e-16,8.326672684688674e-17
5636,146065,1,8,50501,-8.326672684688674e-17,1000,-8.326672684688674e-17,8.326672684688674e-17
5636,146065,1,9,50500,-8.326672684688674e-17,1000,-8.326672684688674e-17,8.326672684688674e-17
5636,146065,1,10,50499,-8.326672684688674e-17,1000,-8.326672684688674e-17,8.333897564733122e-17
5636,146065,1,11,50498,-8.326672684688674e-17,1000,-8.326672684688674e-17,8.913170603436999e-17
5636,146065,1,12,50497,-8.326672684688674e-17,1000,-8.326672684688674e-17,8.913170603437e-17
5636,146065,1,13,50496,-8.326672684688674e-17,1000,-8.326672684688674e-17,8.547804821425838e-17
5636,146065,1,14,50495,-8.326672684688674e-17,1000,-8.326672684688674e-17,9.639819490876592e-17
5636,146065,1,15,50494,-8.326672684688674e-17,1000,-8.326672684688674e-17,9.733020042080831e-17
5636,146065,1,16,50493,-8.326672684688674e-17,1000,-8.326672684688674e-17,9.825336557208111e-17
5636,146065,1,17,50492,-8.326672684688674e-17,1000,-8.326672684688674e-17,8.892890325501649e-17
5636,146065,1,18,50491,-8.326672684688674e-17,1000,-8.326672684688674e-17,8.886119947416683e-17
5636,146065,1,19,50490,-8.326672684688674e-17,1000,-8.326672684688674e-17,1.0844450065777686e-16
5636,146065,1,20,50489,-8.326672684688674e-17,1000,-8.326672684688674e-17,1.0844450065777686e-16
5636,146065,1,21,50488,-8.326672684688674e-17,1000,-8.326672684688674e-17,1.055761315503704e-16
5636,146065,1,22,50487,-8.326672684688674e-17,1000,-8.326672684688674e-17,1.0642779470339232e-16
5636,146065,1,23,50486,-8.326672684688674e-17,1000,-8.326672684688674e-17,1.0687924018557953e-16
5636,146065,1,24,50485,-8.326672684688674e-17,1000,-8.326672684688674e-17,1.0693553686590447e-16
5636,146065,2,5,50504,0.036972274343274575,1000,0.013499460370756944,0.018387840037173486
5636,146065,2,6,50503,0.04518857044101443,1358,0.04049344332834831,0.012225030958579217
5636,146065,2,7,50502,0.06763476623120095,2282,0.04416195225868333,0.006120641315916387
5636,146065,2,8,50501,-0.03234830422392165,1167,0.015772207683191736,0.014970914157957859
5636,146065,2,9,50500,0.06756069947236255,1058,0.10240558251742342,0.017050311863181206
5636,146065,2,10,50499,0.012911819996614254,1032,-0.00850863935837004,0.017624419625768863
5636,146065,2,11,50498,0.02149143999887157,1147,0.006676104300104485,0.015311913009999878
5636,146065,2,12,50497,-0.005795459354984128,1000,0.023254008422448513,0.018574773950650488
5636,146065,2,13,50496,0.03880586749809553,1183,0.0034490420699190283,0.01468948248215681
5636,146065,2,14,50495,-0.011956799681160174,1278,0.06404072084591277,0.013262158790662998
5636,146065,2,15,50494,-0.0035212571597866005,1334,-0.014451085959764187,0.012526931199994429
5636,146065,2,16,50493,0.09925263113343291,1270,0.017679426723286512,0.013374426509680248
5636,146065,2,17,50492,-0.06139887418526557,1000,-0.06697372040856642,0.020191158707344888
5636,146065,2,18,50491,-0.5981509321830647,1000,0.013129082489207355,0.02504823109625172
5636,146065,2,19,50490,0.39216457457464504,1000,0.3924580200191866,0.13813884578542476
5636,146065,2,20,50489,0.3877633337800851,1000,0.38321523800118495,0.09816198753135237
5636,146065,2,21,50488,0.31543348452357445,1000,0.27017261081797933,0.08490746380265979
5636,146065,2,22,50487,-0.2461115833356845,1000,0.1701140628086114,0.06500710527406839
5636,146065,2,23,50486,-0.297239955136706,1000,0.2439843242995402,0.08256118487828781
5636,146065,2,24,50485,-0.36421535086481793,1000,0.3281238978160888,0.10764618346527877
5636,10101,0,5,69153,2.7755575615628914e-16,1000,2.7755575615628914e-16,2.5730107236137053e-16
5636,10101,0,6,69152,2.7755575615628914e-16,1000,2.7755575615628914e-16,2.7755575615628914e-16
5636,10101,0,7,69151,-0.37209059597119165,1000,2.7755575615628914e-16,2.7755575615628914e-16
5636,10101,0,8,69150,-0.08140786452353688,1000,-0.19767965243711638,0.08827199931081404
5636,10101,0,9,69149,0.2514530711825483,1000,-0.1715124117176362,0.09364863791442872
5636,10101,0,10,69148,-0.02907610113766912,1000,-0.19259009802386728,0.038546160479101206
5636,10101,0,11,69147,-0.13771831402428492,1000,-0.1653353642626043,0.05134906238799569
5636,10101,0,12,69146,-0.21149062380405736,1000,-0.11446210816546676,0.060357328962767756
5636,10101,0,13,69145,0.04578397348919716,1000,-0.048700988066658346,0.03873409860038442
5636,10101,0,14,69144,-0.07521994485613892,1000,-0.07122331959085682,0.038417181989988065
5636,10101,0,15,69143,-0.05814078645235343,1000,-0.0701328366906726,0.014734417540691842
5636,10101,0,16,69142,0.09774200457502857,1000,-0.0614119633475978,0.01501295869031397
5636,10101,0,17,69141,-0.06032093683679496,1000,-0.05995780494381231,0.015274928035737264
5636,10101,0,18,69140,-0.04651213991232628,1000,-0.033067018491458544,0.0138099265786867
5636,10101,0,19,69139,-0.07231271526980476,1000,-0.07231271526980476,0.011018747873454268
5636,10101,0,20,69138,-0.06322816642312912,1000,-0.05632376796089489,0.03355768733533744
5636,10101,0,21,69137,-0.050510396009463054,1000,-0.043243137459555325,0.023914098473300005
5636,10101,0,22,69136,0.1137374752113558,1000,0.10537946195595427,0.013299609247770327
5636,10101,0,23,69135,-0.05959494485613881,1000,-0.06395551743033068,0.012868363141453221
5636,10101,0,24,69134,-0.08394054639390447,1000,-0.03016060432105172,0.017391875506539086
5636,10101,1,5,69153,2.7755575615628914e-16,1000,2.7755575615628914e-16,2.5730107236137053e-16
5636,10101,1,6,69152,2.7755575615628914e-16,1000,2.7755575615628914e-16,2.7755575615628914e-16
5636,10101,1,7,69151,-0.37209059597119165,1000,2.7755575615628914e-16,2.7755575615628914e-16
5636,10101,1,8,69150,-0.08722178008558679,1000,0.052325240058447964,0.10738732793271379
5636,10101,1,9,69149,0.25726698674459797,1000,-0.08504108609052574,0.1037970348295524
5636,10101,1,10,69148,-0.12719319703927845,1000,0.202762139912326,0.0813748381111635
5636,10101,1,11,69147,-0.06796111227081458,1000,-0.16533563606791346,0.10664482157307603
5636,10101,1,12,69146,0.01380879692446757,1000,0.20385588447621955,0.10808966153808491
5636,10101,1,13,69145,-0.20130662248199627,1000,-0.3386702305778807,0.07684023436061842
5636,10101,1,14,69144,-0.2565491489232168,1000,-0.26054577418849867,0.08270014832523961
5636,10101,1,15,69143,-0.1133757023449189,1000,-0.012362520874646288,0.08603327792676396
5636,10101,1,16,69142,0.23764264342622743,1000,0.06685513646801144,0.029664838139632135
5636,10101,1,17,69141,0.015982152176183595,1000,-0.07376578645235343,0.04581376547670103
5636,10101,1,18,69140,0.09847615071495619,1000,-0.0014590508993482798,0.020032865705131183
5636,10101,1,19,69139,0.1388169510837418,1000,-0.05777711094875271,0.025546574514101705
5636,10101,1,20,69138,-0.07812581541592756,1000,-0.07849057814076488,0.022396550708458172
5636,10101,1,21,69137,0.038875497947327475,1000,-0.04360491032599234,0.020588230866925447
5636,10101,1,22,69136,-0.05232578366906726,1000,-0.06722533529902963,0.026854641681289752
5636,10101,1,23,69135,-0.05959331402428425,1000,-0.049055422189750564,0.02000072413980352
5636,10101,1,24,69134,0.09266250695821521,1000,0.47348267404237626,0.022511773732403484
5636,10101,2,5,69153,2.7755575615628914e-16,1000,2.7755575615628914e-16,2.564576136534537e-16
5636,10101,2,6,69152,2.7755575615628914e-16,1000,2.7755575615628914e-16,2.7755575615628914e-16
5636,10101,2,7,69151,-0.37209059597119165,1000,2.7755575615628914e-16,2.7755575615628914e-16
5636,10101,2,8,69150,-0.05233828671328755,1000,-0.16279615906481715,0.10002850001952919
5636,10101,2,9,69149,0.24491262002922404,1000,0.05741425086107832,0.07141809832966778
5636,10101,2,10,69148,-0.017448270013569522,1000,-0.27472014925373245,0.043144043460367654
5636,10101,2,11,69147,-0.11482279381066629,1000,-0.1613384671920125,0.0513018054369476
5636,10101,2,12,69146,-0.21112993815885717,1000,-0.21112993815885717,0.049396513432030095
5636,10101,2,13,69145,0.07122168875900237,1000,-0.06395633284625812,0.04382984438726588
5636,10101,2,14,69144,-0.09593368385346035,1000,-0.09593368385346035,0.03622181860395722
5636,10101,2,15,69143,0.38300086107921966,1000,-0.07558416397035805,0.016894920093537234
5636,10101,2,16,69142,0.35502067894791806,1000,-0.11083133284625846,0.046911358203080185
5636,10101,2,17,69141,-0.059958348554430385,1000,0.4516792675607982,0.07003053439120811
5636,10101,2,18,69140,-0.11083296367811302,1000,-0.07667437506523311,0.07922671489107362
5636,10101,2,19,69139,-0.11628157290470698,1000,0.44259390329819476,0.054552241608935875
5636,10101,2,20,69138,-0.14789524840830792,1000,-0.02398083881292834,0.05897230893782561
5636,10101,2,21,69137,-0.1279094040288068,1000,-0.12791185027658925,0.060637293942173515
5636,10101,2,22,69136,-0.15916021944473446,1000,-0.08321645705041214,0.0567867519612461
5636,10101,2,23,69135,-0.14389807953240785,1000,-0.030524279824652556,0.046370682272067705
5636,10101,2,24,69134,-0.10792355964930578,1000,-0.049057053021605124,0.06680172343148748
5636,31,0,5,79624,1.3877787807814457e-17,1000,1.3877787807814457e-17,1.3877787807814457e-17
5636,31,0,6,79623,1.3877787807814457e-17,1000,1.3877787807814457e-17,9.501471788262684e-18
5636,31,0,7,79622,1.3877787807814457e-17,1000,1.3877787807814457e-17,1.124229303124644e-17
5636,31,0,8,79621,1.3877787807814457e-17,1000,1.3877787807814457e-17,1.2628977532625835e-17
5636,31,0,9,79620,1.3877787807814457e-17,1000,-0.7068965517241379,1.6087163711389106e-17
5636,31,0,10,79619,1.3877787807814457e-17,1000,1.3877787807814457e-17,1.3437110265466438e-17
5636,31,0,11,79618,1.3877787807814457e-17,1000,1.3877787807814457e-17,8.673617379884035e-18
5636,31,0,12,79617,1.3877787807814457e-17,1000,1.3877787807814457e-17,9.341771812940334e-18
5636,31,0,13,79616,1.3877787807814457e-17,1000,1.3877787807814457e-17,1.0693553686590447e-17
5636,31,0,14,79615,1.3877787807814457e-17,1000,1.3877787807814457e-17,1.083334463524987e-17
5636,31,0,15,79614,1.3877787807814457e-17,1000,1.3877787807814457e-17,1.541855951476335e-17
5636,31,0,16,79613,1.3877787807814457e-17,1000,1.3877787807814457e-17,1.2509268882771e-17
5636,31,0,17,79612,1.3877787807814457e-17,1000,1.3877787807814457e-17,1.150685376967233e-17
5636,31,0,18,79611,1.3877787807814457e-17,1000,1.3877787807814457e-17,1.8440363494407356e-17
5636,31,0,19,79610,1.3877787807814457e-17,1000,1.3877787807814457e-17,1.6638883060640375e-17
5636,31,0,20,79609,1.3877787807814457e-17,1000,1.3877787807814457e-17,1.482148387583608e-17
5636,31,0,21,79608,1.3877787807814457e-17,1000,1.3877787807814457e-17,1.993045536433795e-17
5636,31,0,22,79607,1.3877787807814457e-17,1000,1.3877787807814457e-17,2.059869998016411e-17
5636,31,0,23,79606,1.3877787807814457e-17,1000,-0.5689655172413793,1.8843920332467886e-17
5636,31,0,24,79605,1.3877787807814457e-17,1000,1.3877787807814457e-17,2.2948234554500796e-17
5636,31,1,5,79624,0.0759698275862069,1000,0.0759698275862069,0.10505605946823307
5636,31,1,6,79623,-0.1567887931034483,1000,-0.4806034482758621,0.1077056677748382
5636,31,1,7,79622,-0.318696120689655,1000,-0.21524784482758608,0.10992923685298726
5636,31,1,8,79621,-0.09321120689655127,1000,-0.15193965517241337,0.11652837508970612
5636,31,1,9,79620,-0.1241918103448274,1000,0.048221982758620774,0.12995306683773353
5636,31,1,10,79619,0.13712284482758624,1000,0.09913793103448254,0.11724627079473297
5636,31,1,11,79618,0.1252693965517243,1029,0.008081896551724532,0.10113306597525759
5636,31,1,12,79617,-0.23760775862068928,1000,-0.1349676724137927,0.1314883682575937
5636,31,1,13,79616,-0.051185344827585966,1000,0.05145474137931061,0.10610360782693708
5636,31,1,14,79615,-0.047683189655172264,1000,0.23518318965517238,0.11212168130553164
5636,31,1,15,79614,0.006734913793103758,1260,0.1285021551724137,0.07719134090392085
5636,31,1,16,79613,0.3890086206896554,1432,-0.002963362068965192,0.06508206957957509
5636,31,1,17,79612,0.17214439655172442,1000,-0.03798491379310309,0.1345006271082736
5636,31,1,18,79611,0.05603448275862066,1000,0.03178879310344851,0.14270951522806816
5636,31,1,19,79610,-0.058997844827585966,1000,0.15813577586206906,0.14004241293112374
5636,31,1,20,79609,-0.030711206896552046,1000,0.0024245689655173486,0.1290242712520174
5636,31,1,21,79608,-0.0457974137931032,1000,0.0013469827586205518,0.12347979657607376
5636,31,1,22,79607,0.0018857758620688392,1000,0.2596982758620687,0.11205132504190961
5636,31,1,23,79606,0.08405172413793105,1000,0.0985991379310347,0.14354570457007002
5636,31,1,24,79605,0.15867456896551735,1000,0.11395474137931072,0.11044623669711028
5636,31,2,5,79624,1.3877787807814457e-17,1000,1.3877787807814457e-17,1.3877787807814457e-17
5636,31,2,6,79623,1.3877787807814457e-17,1000,1.3877787807814457e-17,9.658531548908284e-18
5636,31,2,7,79622,1.3877787807814457e-17,1000,1.3877787807814457e-17,1.2018516789897278e-17
5636,31,2,8,79621,1.3877787807814457e-17,1000,1.3877787807814457e-17,1.2628977532625835e-17
5636,31,2,9,79620,1.3877787807814457e-17,1000,1.3877787807814457e-17,1.512296865354102e-17
5636,31,2,10,79619,1.3877787807814457e-17,1000,1.3877787807814457e-17,1.3768940732700483e-17
5636,31,2,11,79618,1.3877787807814457e-17,1000,1.3877787807814457e-17,8.673617379884035e-18
5636,31,2,12,79617,1.3877787807814457e-17,1000,1.3877787807814457e-17,1.0551910960100407e-17
5636,31,2,13,79616,1.3877787807814457e-17,1000,1.3877787807814457e-17,1.1506853769672332e-17
5636,31,2,14,79615,1.3877787807814457e-17,1000,1.3877787807814457e-17,8.673617379884035e-18
5636,31,2,15,79614,1.3877787807814457e-17,1000,1.3877787807814457e-17,1.6818768105360018e-17
5636,31,2,16,79613,1.3877787807814457e-17,1000,-0.3793103448275862,1.3324663851227106e-17
5636,31,2,17,79612,1.3877787807814457e-17,1000,1.3877787807814457e-17,1.0833344635249872e-17
5636,31,2,18,79611,1.3877787807814457e-17,1000,1.3877787807814457e-17,1.868354362588067e-17
5636,31,2,19,79610,1.3877787807814457e-17,1000,1.3877787807814457e-17,1.6818768105360018e-17
5636,31,2,20,79609,1.3877787807814457e-17,1000,1.3877787807814457e-17,1.7260280654508505e-17
5636,31,2,21,79608,1.3877787807814457e-17,1000,1.3877787807814457e-17,2.0888836804026048e-17
5636,31,2,22,79607,1.3877787807814457e-17,1000,-0.603448275862069,1.9778890766513096e-17
5636,31,2,23,79606,1.3877787807814457e-17,1000,1.3877787807814457e-17,1.6818768105360018e-17
5636,31,2,24,79605,1.3877787807814457e-17,1000,1.3877787807814457e-17,2.1666689270499745e-17
6766,3903,0,5,39150,-0.0915188539689652,1000,-0.07142981746120569,0.1035171697791916
6766,3903,0,6,39149,0.03352999051021999,1090,-0.10937500000000222,0.0923161667004655
6766,3903,0,7,39148,-0.05804294127498255,1353,-0.05804294127498255,0.0691550740000427
6766,3903,0,8,39147,-0.0881799849279925,1360,-0.0881799849279925,0.0686822198456543
6766,3903,0,9,39146,-0.05804119682929698,1296,-0.05804119682929698,0.07328167816553825
6766,3903,0,10,39145,0.016755400803835307,1524,0.04577948810985377,0.059046356384569135
6766,3903,0,11,39144,-0.04687848889137147,1439,-0.03794867143016789,0.06372281703038517
6766,3903,0,12,39143,-0.014510299207324384,1908,-0.014510299207324384,0.04373190601445962
6766,3903,0,13,39142,-0.02232541587585246,1691,-0.02232541587585246,0.05138301866242821
6766,3903,0,14,39141,0.27453562855866637,2040,0.20654411354248375,0.040010323314126656
6766,3903,0,15,39140,0.17194826671877067,1934,-0.03348114603103791,0.04294761135407583
6766,3903,0,16,39139,-0.10379800714525034,1588,-0.03236644523836185,0.05587478401380544
6766,3903,0,17,39138,-0.020071592050914022,1622,-0.020071592050914022,0.054337494330847114
6766,3903,0,18,39137,-0.05580656190688893,1912,-0.024558306352574277,0.043625263977506844
6766,3903,0,19,39136,-0.04464210952327852,1511,-0.04464210952327852,0.059693311968099995
6766,3903,0,20,39135,-0.07032209445126736,1635,-0.023443605559897773,0.05372258463536955
6766,3903,0,21,39134,-0.04464210952327852,1859,-0.007795927765996691,0.04530239274960396
6766,3903,0,22,39133,-0.060277576197388716,1639,-0.060277576197388716,0.053576921559553035
6766,3903,0,23,39132,-0.06250697778274072,2312,-0.06250697778274072,0.03386547374893975
6766,3903,0,24,39131,-0.0591576420676575,2384,-0.011160963492241716,0.032497836178608706
6766,3903,1,5,39150,0.47995980797142146,1000,0.5514123032265263,0.01919239203726285
6766,3903,1,6,39149,0.1273079016411754,1000,0.41300623813776804,0.1256859017442001
6766,3903,1,7,39148,0.304691861114217,1000,0.1618985151278341,0.10590282149091104
6766,3903,1,8,39147,0.3114009992184925,1000,0.24664543094785668,0.1061952406304936
6766,3903,1,9,39146,0.17074983253320747,1000,0.17074983253320747,0.12133244281477905
6766,3903,1,10,39145,-0.037936460310373676,1000,-0.037936460310373676,0.10584304619315374
6766,3903,1,11,39144,0.2198664452383559,1000,0.21986818968404137,0.10836867983525604
6766,3903,1,12,39143,-0.24771826504410266,1000,-0.18519733169588593,0.09718311948946701
6766,3903,1,13,39142,-0.09373778888020579,1000,-0.03232806743329564,0.091689234536346
6766,3903,1,14,39141,-0.2622599642737533,1000,0.32476345316511873,0.10261982622906723
6766,3903,1,15,39140,-0.2845836357039204,1000,0.3303474238026088,0.09637093424390906
6766,3903,1,16,39139,-0.11826992854750795,1000,-0.21649443172937877,0.10335809016695925
6766,3903,1,17,39138,-0.10935232220609936,1000,-0.06471021268282162,0.10357058755737701
6766,3903,1,18,39137,-0.08148305794350708,1000,-0.007799416657364944,0.08301526061706524
6766,3903,1,19,39136,-0.04129626269956377,1000,-0.039066861114211315,0.10644743244338928
6766,3903,1,20,39135,0.300187702355696,1000,0.22884685162443036,0.09164287227552095
6766,3903,1,21,39134,0.12280548732835372,1000,0.059154153176283475,0.08408550201929345
6766,3903,1,22,39133,0.1093034777269225,1000,0.037962626995644566,0.07497581614087637
6766,3903,1,23,39132,0.008903650775928362,1000,-0.08476784916825353,0.0693393200951272
6766,3903,1,24,39131,0.03797658256112335,1000,0.030154488109856437,0.054323451354391775
6766,3903,2,5,39150,-0.14956877302668392,1000,-0.14956877302668392,0.16335255762106093
6766,3903,2,6,39149,-0.07365224126381986,1129,-0.14510473651892475,0.13893755239499075
6766,3903,2,7,39148,-0.14845407223400764,1449,-0.15180340794909053,0.09963568801178732
6766,3903,2,8,39147,-0.12166461985039712,1492,-0.15737691191247094,0.09582045854657983
6766,3903,2,9,39146,0.2432995841241551,1862,0.21205132856984044,0.07132470783626847
6766,3903,2,10,39145,-0.10938197778274161,1804,-0.09598812381377864,0.07437431274177178
6766,3903,2,11,39144,-0.1037997515909369,2299,-0.03234725633583202,0.05383807385155493
6766,3903,2,12,39143,0.1161382159205106,2264,-0.09040589762197393,0.05493438411343777
6766,3903,2,13,39142,0.019005735737416374,2102,0.1662648626772309,0.06066975453169224
6766,3903,2,14,39141,0.28682001507201516,2513,-0.056938707156416246,0.047821180443687425
6766,3903,2,15,39140,-0.003333635703923865,2355,0.11836761750586194,0.0521308031035174
6766,3903,2,16,39139,-0.07143853968963021,2230,-0.07367143016635269,0.05606730375518177
6766,3903,2,17,39138,-0.07478787540471399,2500,-0.023440116668528854,0.04815284774920344
6766,3903,2,18,39137,-0.08817475159093657,2309,-0.08817475159093657,0.05352557639876203
6766,3903,2,19,39136,-0.10045739365859352,2491,-0.1986836412861489,0.04838389194096238
6766,3903,2,20,39135,-0.040185050798259736,2420,-0.17747815954002788,0.05028364580459982
6766,3903,2,21,39134,-0.18863737858658436,2603,-0.15182434129731326,0.04562369105733271
6766,3903,2,22,39133,-0.080366612705149,2073,-0.09265797700123113,0.06180717265150481
6766,3903,2,23,39132,-0.09264053254438143,2103,-0.13394202858100157,0.06063596433742755
6766,3903,2,24,39131,-0.08483588254996344,1953,-0.0948751674667867,0.06691875007423227
6766,146064,0,5,43780,-0.26372826630870727,1000,-0.26372826630870727,0.33903103612602425
6766,146064,0,6,43779,-0.24821483887878326,1146,-0.24821483887878326,0.28282849643539515
6766,146064,0,7,43778,0.729131089206428,1152,0.729131089206428,0.2807000331058048
6766,146064,0,8,43777,-0.26372826630870727,1684,-0.2792416937386313,0.169267813638472
6766,146064,0,9,43776,-0.26372826630870727,1320,-0.26372826630870727,0.2342436544071772
6766,146064,0,10,43775,-0.24821483887878326,1609,0.744644516636352,0.1798868925398889
6766,146064,0,11,43774,0.682590806916656,1650,-0.21718798401893524,0.17392886166978436
6766,146064,0,12,43773,-0.26372826630870727,1802,0.667077379486732,0.15464543583621976
6766,146064,0,13,43772,-0.2792416937386313,2227,-0.2792416937386313,0.11654478100628199
6766,146064,0,14,43771,-0.26372826630870727,2661,0.8997787909355921,0.09194170663365467
6766,146064,0,15,43770,0.729131089206428,1791,-0.18616112915908722,0.15592867561576093
6766,146064,0,16,43769,0.713617661776504,2309,-0.04654028228977114,0.11106791819056454
6766,146064,0,17,43768,-0.26372826630870727,1496,0.729131089206428,0.19811230699135832
6766,146064,0,18,43767,-0.2792416937386313,1360,0.760157944066276,0.22506645066861997
6766,146064,0,19,43766,-0.24821483887878326,1246,-0.24821483887878326,0.2528426826491211
6766,146064,0,20,43765,0.713617661776504,1319,-0.2792416937386313,0.23433815283432605
6766,146064,0,21,43764,0.729131089206428,1397,0.713617661776504,0.21710206331636192
6766,146064,0,22,43763,-0.26372826630870727,1362,-0.3568088308882513,0.22458521131262507
6766,146064,0,23,43762,-0.26372826630870727,1269,-0.26372826630870727,0.24665448030394774
6766,146064,0,24,43761,-0.2792416937386313,1457,-0.2947551211685553,0.20533990177727554
6766,146064,1,5,43780,0.729131089206428,1000,-0.26372826630870727,0.3965560548351983
6766,146064,1,6,43779,-0.23270141144885925,1055,-0.23270141144885925,0.3693344105683127
6766,146064,1,7,43778,-0.26372826630870727,1231,-0.26372826630870727,0.3006989380477565
6766,146064,1,8,43777,-0.26372826630870727,1260,-0.26372826630870727,0.2912565979068286
6766,146064,1,9,43776,-0.2792416937386313,1457,-0.3102685485984793,0.24002727161736634
6766,146064,1,10,43775,0.682590806916656,1801,0.682590806916656,0.18103878383600777
6766,146064,1,11,43774,-0.26372826630870727,3026,-0.26372826630870727,0.09058813179616965
6766,146064,1,12,43773,-0.24821483887878326,1811,0.667077379486732,0.17957932013191605
6766,146064,1,13,43772,0.6350467438184584,1549,-0.2792416937386313,0.22126713487356603
6766,146064,1,14,43771,0.7606042343465802,2452,0.7606042343465802,0.11991524026460298
6766,146064,1,15,43770,0.747099857822541,2281,0.747099857822541,0.1321061808453555
6766,146064,1,16,43769,0.729131089206428,1753,0.729131089206428,0.18758045536565388
6766,146064,1,17,43768,-0.24821483887878326,1492,-0.24821483887878326,0.23260236336506543
6766,146064,1,18,43767,0.713617661776504,1970,-0.2947551211685553,0.1605278118141202
6766,146064,1,19,43766,-0.26372826630870727,1992,-0.26372826630870727,0.15823337987841415
6766,146064,1,20,43765,0.729131089206428,1907,0.744644516636352,0.1676526692804766
6766,146064,1,21,43764,-0.26372826630870727,1655,-0.24821483887878326,0.20264621902152427
6766,146064,1,22,43763,-0.26372826630870727,2064,-0.24821483887878326,0.1508672997597825
6766,146064,1,23,43762,0.729131089206428,2216,0.6350467438184584,0.13729655824354547
6766,146064,1,24,43761,-0.26372826630870727,2009,-0.26372826630870727,0.1564802720274982
6766,146064,2,5,43780,-0.2792416937386313,1000,-0.2792416937386313,0.36820576650323394
6766,146064,2,6,43779,0.69810423434658,1038,0.69810423434658,0.35035831251259725
6766,146064,2,7,43778,-0.2792416937386313,1036,-0.2792416937386313,0.35114285263669576
6766,146064,2,8,43777,-0.26372826630870727,1045,-0.26372826630870727,0.34719191184417686
6766,146064,2,9,43776,0.729131089206428,1116,0.713617661776504,0.31794329596826476
6766,146064,2,10,43775,-0.26372826630870727,1171,0.729131089206428,0.2983321544539821
6766,146064,2,11,43774,0.729131089206428,1104,-0.26372826630870727,0.3228586016700584
6766,146064,2,12,43773,-0.2792416937386313,1431,-0.2792416937386313,0.2283328198299723
6766,146064,2,13,43772,-0.26372826630870727,1343,-0.26372826630870727,0.24842747732311862
6766,146064,2,14,43771,0.729131089206428,1366,0.729131089206428,0.24293267839038585
6766,146064,2,15,43770,-0.26372826630870727,1421,-0.26372826630870727,0.23038174705940814
6766,146064,2,16,43769,-0.26372826630870727,1473,-0.26372826630870727,0.21976584065932048
6766,146064,2,17,43768,-0.26372826630870727,1435,-0.26372826630870727,0.22750454155033403
6766,146064,2,18,43767,0.729131089206428,1387,0.729131089206428,0.23801105161935437
6766,146064,2,19,43766,-0.26372826630870727,1532,-0.2792416937386313,0.20839813876451432
6766,146064,2,20,43765,-0.26372826630870727,1728,-0.26372826630870727,0.17761319757779884
6766,146064,2,21,43764,0.729131089206428,1737,-0.26372826630870727,0.17636951505011697
6766,146064,2,22,43763,0.6505601712483824,1491,0.729131089206428,0.21622204177484028
6766,146064,2,23,43762,-0.26372826630870727,1889,-0.24821483887878326,0.157718338361857
6766,146064,2,24,43761,-0.26372826630870727,1860,-0.26372826630870727,0.1609731917696171
6766,145953,0,5,47434,-0.23076331852876908,1000,-0.18048433803508523,0.23655626193118198
6766,145953,0,6,47433,-0.0691774678614474,1085,-0.05660772273802628,0.21229695702998286
6766,145953,0,7,47432,-0.1360874171427935,1013,-0.1360874171427935,0.23243781573697989
6766,145953,0,8,47431,-0.07231038393295453,1103,-0.07300895108913896,0.2076365001701098
6766,145953,0,9,47430,-0.03946559194081056,1144,-0.04086272625317955,0.19781880233620108
6766,145953,0,10,47429,0.7038343776503142,1252,0.7038343776503142,0.1752464308863685
6766,145953,0,11,47428,-0.08412635863500462,1228,-0.08412635863500462,0.1798100739023744
6766,145953,0,12,47427,0.6555845269048788,1187,0.08016382432040348,0.1882150506550182
